cust_id,pred_prob
1,0.021736692637205124
2,0.04063047096133232
3,0.14096960425376892
4,0.05210139602422714
5,0.060208868235349655
6,0.018574092537164688
7,0.05488293617963791
8,0.0357854887843132
9,0.05618125945329666
10,0.03565164655447006
11,0.05643802136182785
12,0.05034853145480156
13,0.03256281465291977
14,0.03059881366789341
15,0.02179311029613018
16,0.032737940549850464
17,0.06792928278446198
18,0.03471386060118675
19,0.025256002321839333
20,0.07805446535348892
21,0.06610241532325745
22,0.026326175779104233
23,0.0317043773829937
24,0.03509696200489998
25,0.028532952070236206
26,0.03408553823828697
27,0.019972773268818855
28,0.03697578236460686
29,0.18466413021087646
30,0.07528962194919586
31,0.017380427569150925
32,0.022444192320108414
33,0.0817306637763977
34,0.019292395561933517
35,0.03235479071736336
36,0.05570368841290474
37,0.018449237570166588
38,0.02523072063922882
39,0.02718781866133213
40,0.058003079146146774
41,0.037558235228061676
42,0.020025813952088356
43,0.028194880113005638
44,0.01898682303726673
45,0.03761840611696243
46,0.021977409720420837
47,0.023816518485546112
48,0.057337380945682526
49,0.028765534982085228
50,0.03147781640291214
51,0.04324401542544365
52,0.020577434450387955
53,0.03991972655057907
54,0.02197868563234806
55,0.025443676859140396
56,0.09218274056911469
57,0.08728128671646118
58,0.045669905841350555
59,0.02224915102124214
60,0.03812318667769432
61,0.0804997906088829
62,0.022679481655359268
63,0.03256922960281372
64,0.06520445644855499
65,0.02443387731909752
66,0.030133023858070374
67,0.03819132596254349
68,0.1608780473470688
69,0.14165183901786804
70,0.055218655616045
71,0.04082152992486954
72,0.03306589275598526
73,0.04840562492609024
74,0.03823861479759216
75,0.01892605982720852
76,0.021283145993947983
77,0.018007824197411537
78,0.03026706539094448
79,0.021853851154446602
80,0.04781939834356308
81,0.021326575428247452
82,0.04755867272615433
83,0.03570898622274399
84,0.09657476842403412
85,0.042906902730464935
86,0.031504351645708084
87,0.040805235505104065
88,0.04452064633369446
89,0.0625137910246849
90,0.03040727972984314
91,0.042361147701740265
92,0.05932270735502243
93,0.024131715297698975
94,0.04290800914168358
95,0.02833949401974678
96,0.02008846029639244
97,0.021872490644454956
98,0.03988262265920639
99,0.044851891696453094
100,0.053700048476457596
101,0.0581522099673748
102,0.07719539105892181
103,0.024897458031773567
104,0.04509449377655983
105,0.0209922194480896
106,0.07070499658584595
107,0.03458113223314285
108,0.20277981460094452
109,0.024961188435554504
110,0.024114252999424934
111,0.024303022772073746
112,0.1734476387500763
113,0.052053213119506836
114,0.025845199823379517
115,0.027120962738990784
116,0.02447110041975975
117,0.033477988094091415
118,0.018943246454000473
119,0.03748183324933052
120,0.025312360376119614
121,0.020248934626579285
122,0.06640801578760147
123,0.044636063277721405
124,0.018526289612054825
125,0.01847003772854805
126,0.06877048313617706
127,0.02281765080988407
128,0.01793552003800869
129,0.04471109062433243
130,0.04476645961403847
131,0.024314960464835167
132,0.034530676901340485
133,0.1374358832836151
134,0.18894656002521515
135,0.0634954497218132
136,0.05036313459277153
137,0.06956394016742706
138,0.055238306522369385
139,0.0237836055457592
140,0.03670581430196762
141,0.04504065588116646
142,0.020809616893529892
143,0.02587471902370453
144,0.03022056259214878
145,0.06186368316411972
146,0.03180811181664467
147,0.02092268504202366
148,0.02389005944132805
149,0.0935593694448471
150,0.03807378560304642
151,0.03054693341255188
152,0.05744210630655289
153,0.021423984318971634
154,0.0258916225284338
155,0.021508928388357162
156,0.09132392704486847
157,0.08031369745731354
158,0.09809617698192596
159,0.02333596535027027
160,0.08494475483894348
161,0.04808201268315315
162,0.06983043998479843
163,0.08281542360782623
164,0.1492597758769989
165,0.053810298442840576
166,0.05383462458848953
167,0.055027998983860016
168,0.027764329686760902
169,0.08344395458698273
170,0.040858782827854156
171,0.029475007206201553
172,0.04324166104197502
173,0.1113479882478714
174,0.020225897431373596
175,0.03949625790119171
176,0.020500142127275467
177,0.021369215101003647
178,0.018119383603334427
179,0.10665537416934967
180,0.019531890749931335
181,0.03236237168312073
182,0.058990657329559326
183,0.10521084070205688
184,0.025896728038787842
185,0.022448891773819923
186,0.03607950359582901
187,0.10104411840438843
188,0.05557512491941452
189,0.0324714258313179
190,0.03165808692574501
191,0.0309707373380661
192,0.026079729199409485
193,0.022568408399820328
194,0.046909041702747345
195,0.022753173485398293
196,0.039398498833179474
197,0.07431066781282425
198,0.03595614433288574
199,0.02790931798517704
200,0.03714621439576149
201,0.054343920201063156
202,0.045328881591558456
203,0.05170304328203201
204,0.019731516018509865
205,0.03060888685286045
206,0.02201215550303459
207,0.022596627473831177
208,0.07755948603153229
209,0.0455779954791069
210,0.08430735021829605
211,0.028369054198265076
212,0.03508063405752182
213,0.029188811779022217
214,0.02243700437247753
215,0.10549416393041611
216,0.02177121862769127
217,0.032627884298563004
218,0.043828412890434265
219,0.03836877644062042
220,0.02151656337082386
221,0.06724591553211212
222,0.03358181565999985
223,0.036126427352428436
224,0.07297460734844208
225,0.047842588275671005
