cust_id,pred_prob
1,0.00980108231306076
2,0.02241387590765953
3,0.14144311845302582
4,0.034150294959545135
5,0.049560848623514175
6,0.004360727500170469
7,0.02746599353849888
8,0.01994267664849758
9,0.04143428057432175
10,0.020721515640616417
11,0.052355099469423294
12,0.03453627973794937
13,0.01947125606238842
14,0.019122350960969925
15,0.005815436132252216
16,0.018946167081594467
17,0.059010736644268036
18,0.023968501016497612
19,0.010280180722475052
20,0.05592193081974983
21,0.04620221629738808
22,0.022646088153123856
23,0.02277129516005516
24,0.026155000552535057
25,0.02049994096159935
26,0.028612172231078148
27,0.006292177829891443
28,0.011017258279025555
29,0.13724061846733093
30,0.08168550580739975
31,0.0031090884003788233
32,0.010890452191233635
33,0.05706232041120529
34,0.0054642148315906525
35,0.019731851294636726
36,0.04274892434477806
37,0.004069493152201176
38,0.01082692202180624
39,0.013551712036132812
40,0.04650953784584999
41,0.021147174760699272
42,0.004488124046474695
43,0.011327539570629597
44,0.0051134563982486725
45,0.015776287764310837
46,0.006256288383156061
47,0.008856418542563915
48,0.07046325504779816
49,0.011335620656609535
50,0.013802805915474892
51,0.038542985916137695
52,0.007902289740741253
53,0.012729118578135967
54,0.008168654516339302
55,0.010032379999756813
56,0.08272318542003632
57,0.08660498261451721
58,0.019657567143440247
59,0.00683468347415328
60,0.02116130292415619
61,0.05345553904771805
62,0.007225483655929565
63,0.01537327654659748
64,0.059439100325107574
65,0.013044863939285278
66,0.01751093752682209
67,0.025573063641786575
68,0.12010544538497925
69,0.1321260780096054
70,0.03540150076150894
71,0.023628083989024162
72,0.023651905357837677
73,0.03155568987131119
74,0.031043898314237595
75,0.005932568572461605
76,0.007059314753860235
77,0.004275352694094181
78,0.014625521376729012
79,0.008349430747330189
80,0.059086788445711136
81,0.0065145730040967464
82,0.04061061888933182
83,0.02568928524851799
84,0.09007076174020767
85,0.02940947189927101
86,0.020875532180070877
87,0.013047656044363976
88,0.032435279339551926
89,0.044182807207107544
90,0.02101312205195427
91,0.016389969736337662
92,0.05476434901356697
93,0.008729686960577965
94,0.028922244906425476
95,0.010868619196116924
96,0.006219958886504173
97,0.006581326015293598
98,0.021012181416153908
99,0.019879043102264404
100,0.02357911877334118
101,0.04205327481031418
102,0.051047183573246
103,0.012705442495644093
104,0.03367608040571213
105,0.008125444874167442
106,0.04532661288976669
107,0.019687063992023468
108,0.1614915281534195
109,0.01131557859480381
110,0.009025661274790764
111,0.01336039137095213
112,0.14796002209186554
113,0.0343116894364357
114,0.015982571989297867
115,0.01871815323829651
116,0.010076851584017277
117,0.015301266685128212
118,0.005207309499382973
119,0.027741318568587303
120,0.011612320318818092
121,0.007577547337859869
122,0.16439899802207947
123,0.029702816158533096
124,0.004912755452096462
125,0.004284101538360119
126,0.038274675607681274
127,0.0062648155726492405
128,0.003541320562362671
129,0.02927481010556221
130,0.04712903872132301
131,0.009924603626132011
132,0.014028908684849739
133,0.12024290859699249
134,0.15612152218818665
135,0.054118286818265915
136,0.04542108252644539
137,0.056427001953125
138,0.04101553186774254
139,0.008529613725841045
140,0.022374466061592102
141,0.02676723338663578
142,0.006521879229694605
143,0.014139796607196331
144,0.015263104811310768
145,0.05544491484761238
146,0.01922682300209999
147,0.0066267987713217735
148,0.008176270872354507
149,0.0664156973361969
150,0.024863190948963165
151,0.01709335669875145
152,0.040455859154462814
153,0.008163812570273876
154,0.01213422417640686
155,0.006423603743314743
156,0.08956806361675262
157,0.05806470662355423
158,0.07965344190597534
159,0.009836276061832905
160,0.0745672956109047
161,0.03701256215572357
162,0.04262199625372887
163,0.06433767080307007
164,0.16293157637119293
165,0.03902147337794304
166,0.024188511073589325
167,0.05001218989491463
168,0.01635315828025341
169,0.07366549968719482
170,0.03724883124232292
171,0.011118022724986076
172,0.027767550200223923
173,0.08953340351581573
174,0.006446520797908306
175,0.02363685518503189
176,0.00895253848284483
177,0.00551836472004652
178,0.003958231769502163
179,0.06369880586862564
180,0.005266317632049322
181,0.024027550593018532
182,0.053535204380750656
183,0.10240839421749115
184,0.010604488663375378
185,0.008700575679540634
186,0.030887821689248085
187,0.06152086332440376
188,0.06286881119012833
189,0.019426945596933365
190,0.014656687155365944
191,0.024920634925365448
192,0.0073394752107560635
193,0.009028533473610878
194,0.03262270987033844
195,0.008221154101192951
196,0.02511543594300747
197,0.06908701360225677
198,0.016120340675115585
199,0.013875292614102364
200,0.025709355250000954
201,0.027238870039582253
202,0.024559617042541504
203,0.02495005540549755
204,0.004551819059997797
205,0.021550128236413002
206,0.006967068649828434
207,0.010939573869109154
208,0.06570404767990112
209,0.026611432433128357
